Facility Type,license,legalName,brand,location,streetAddress,addressLocality,postalCode,telephone,Number of Spaces,loc,longitude,latitude,entityTitle,@context,@type,@id
Parking Garage,1026633,403 LAFAYETTE LLC,,"403 LAFAYETTE STREET
NEW YORK, NY 10003
",403 LAFAYETTE STREET,NEW YORK,10003,2122541263,267,"[-73.99268869740973,40.72833671601251]",-73.99268869740973,40.72833671601251,403_lafayette_llc_1026633,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/403_lafayette_llc_1026633
Parking Garage,1030813,"PLAZA CAR PARK, LLC",,"39122 PLAZA STREET
BROOKLYN, NY 11238
",39122 PLAZA STREET,BROOKLYN,11238,2122216111,69,"[-73.9638204696389,40.67886241346963]",-73.9638204696389,40.67886241346963,plaza_car_park_llc_1030813,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/plaza_car_park_llc_1030813
Parking Garage,1033066,"PRIOR PARKING, LLC",,"40 50 WEST 61 STREET
NEW YORK, NY 10023
",40 50 WEST 61 STREET,NEW YORK,10023,2126869800,205,"[-73.97994335610099,40.774536138232236]",-73.97994335610099,40.774536138232236,prior_parking_llc_1033066,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/prior_parking_llc_1033066
Parking Garage,1039043,95 WORTH LLC,,"336 BROADWAY
NEW YORK, NY 10013
",336 BROADWAY,NEW YORK,10013,2126869800,114,"[-74.00436189735007,40.71646566522571]",-74.00436189735007,40.71646566522571,95_worth_llc_1039043,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/95_worth_llc_1039043
Parking Garage,1070436,92ND REALTY LLC,,"441 92 STREET
NEW YORK, NY 10128
",441 92 STREET,NEW YORK,10128,2128609627,137,"[-73.94565535064848,40.78033455766314]",-73.94565535064848,40.78033455766314,92nd_realty_llc_1070436,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/92nd_realty_llc_1070436
Parking Garage,1070439,HAMILTON REALTY LLC,,"1735 YORK AVENUE
NEW YORK, NY 10128
",1735 YORK AVENUE,NEW YORK,10128,2122899673,92,"[-73.94479228716638,40.779182232373316]",-73.94479228716638,40.779182232373316,hamilton_realty_llc_1070439,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/hamilton_realty_llc_1070439
Parking Garage,1078473,2910 ATLANTIC PARKING CORP,,"188 230 STREET
BRONX, NY 10463
",188 230 STREET,BRONX,10463,7183648350,150,"[-73.90571978748895,40.87689065971421]",-73.90571978748895,40.87689065971421,2910_atlantic_parking_corp_1078473,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/2910_atlantic_parking_corp_1078473
Parking Garage,1081571,56TH REALTY LLC,,"300 56 STREET
NEW YORK, NY 10022
",300 56 STREET,NEW YORK,10022,2123088107,300,"[-73.96576574695885,40.75859175059165]",-73.96576574695885,40.75859175059165,56th_realty_llc_1081571,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/56th_realty_llc_1081571
Parking Garage,1097071,MTP 59 ST LLC,,"641 59 STREET
NEW YORK, NY 10019
",641 59 STREET,NEW YORK,10019,2125755335,537,"[-73.99161619527774,40.77213709469811]",-73.99161619527774,40.77213709469811,mtp_59_st_llc_1097071,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/mtp_59_st_llc_1097071
Parking Garage,1097891,CROTONA PARKWAY GARAGE INC.,,"1976 CROTONA PARKWAY
BRONX, NY 10460
",1976 CROTONA PARKWAY,BRONX,10460,7186206177,101,"[-73.88518431940193,40.842997529180636]",-73.88518431940193,40.842997529180636,crotona_parkway_garage_inc_1097891,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/crotona_parkway_garage_inc_1097891
Parking Garage,1105864,EAST 79TH STREET PARKING LLC,,"505 79 STREET
NEW YORK, NY 10021
",505 79 STREET,NEW YORK,10021,2124903460,57,"[-74.02372906650237,40.62646722502593]",-74.02372906650237,40.62646722502593,east_79th_street_parking_llc_1105864,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/east_79th_street_parking_llc_1105864
Parking Garage,1116799,EAST 97TH PARKING CORP,,"175 96 STREET
NEW YORK, NY 10128
",175 96 STREET,NEW YORK,10128,2127367171,209,"[-73.9500573000113,40.78552866741473]",-73.9500573000113,40.78552866741473,east_97th_parking_corp_1116799,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/east_97th_parking_corp_1116799
Parking Garage,1117862,DYNAMIC PARKING LLC,,"222 41 STREET
NEW YORK, NY 10017
",222 41 STREET,NEW YORK,10017,2126869800,76,"[-73.97402157730819,40.74968372495913]",-73.97402157730819,40.74968372495913,dynamic_parking_llc_1117862,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/dynamic_parking_llc_1117862
Parking Garage,1117868,RAPID EAST 87TH CORP,,"55 87 STREET
NEW YORK, NY 10128
",55 87 STREET,NEW YORK,10128,2128314818,57,"[-73.9575881586062,40.78122584455565]",-73.9575881586062,40.78122584455565,rapid_east_87th_corp_1117868,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/rapid_east_87th_corp_1117868
Parking Garage,1126181,F&S PARKING LLC,,"331 333 EAST 75 STREET
NEW YORK, NY 10021
",331 333 EAST 75 STREET,NEW YORK,10021,2123272626,25,"[-73.959183941086,40.76920532766377]",-73.959183941086,40.76920532766377,f_s_parking_llc_1126181,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/f_s_parking_llc_1126181
Parking Garage,1127531,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"330 61 STREET
NEW YORK, NY 10021
",330 61 STREET,NEW YORK,10021,2126296602,75,"[-74.02027943263323,40.64098656023755]",-74.02027943263323,40.64098656023755,central_parking_system_of_new_york_inc_1127531,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1127531
Parking Garage,1127867,1330 SIXTH PARKING LLC,,"57 59 WEST 53 STREET
NEW YORK, NY 10019
",57 59 WEST 53 STREET,NEW YORK,10019,2126869800,225,"[-73.99180550022362,40.76761164715987]",-73.99180550022362,40.76761164715987,1330_sixth_parking_llc_1127867,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/1330_sixth_parking_llc_1127867
Parking Garage,1129469,68-60 AUSTIN STREET REALTY CORP,,"68 60 AUSTIN STREET
FOREST HILLS, NY 11375
",68 60 AUSTIN STREET,FOREST HILLS,11375,7182681085,85,"[-73.84628429608335,40.720707263029794]",-73.84628429608335,40.720707263029794,68_60_austin_street_realty_corp_1129469,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/68_60_austin_street_realty_corp_1129469
Parking Garage,1130359,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"403 407 EAST 60 STREET
NEW YORK, NY 10022
",403 407 EAST 60 STREET,NEW YORK,10022,2126296602,168,"[-73.96809182217982,40.758630224005685]",-73.96809182217982,40.758630224005685,central_parking_system_of_new_york_inc_1130359,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1130359
Parking Garage,1133061,CHAMPION 221 LLC,,"216 CENTRAL PARK
NEW YORK, NY 10019
",216 CENTRAL PARK,NEW YORK,10019,2123085959,44,"[-73.97954335539212,40.76705294416218]",-73.97954335539212,40.76705294416218,champion_221_llc_1133061,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/champion_221_llc_1133061
Parking Garage,1137035,KINNEY PARKING SYSTEM INC.,CENTRAL PARKING SYSTEM,"1153 67 YORK AVENUE
NEW YORK, NY 10021
",1153 67 YORK AVENUE,NEW YORK,10021,2126296602,433,"[-73.959183941086,40.76920532766377]",-73.959183941086,40.76920532766377,kinney_parking_system_inc_1137035,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1137035
Parking Garage,1141698,PINE PARKING CORP,,"111 115 VARICK STREET
NEW YORK, NY 10013
",111 115 VARICK STREET,NEW YORK,10013,8007985701,183,"[-74.00888900022716,40.721242188776046]",-74.00888900022716,40.721242188776046,pine_parking_corp_1141698,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/pine_parking_corp_1141698
Parking Garage,1143750,IMPARK 92 LLC,,"101 111 WEST 91 STREET
NEW YORK, NY 10024
",101 111 WEST 91 STREET,NEW YORK,10024,2129378660,106,"[-73.96653900057436,40.78362556816552]",-73.96653900057436,40.78362556816552,impark_92_llc_1143750,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/impark_92_llc_1143750
Parking Garage,1146716,BROTHERS CAR PARK LLC,,"180 MONTAGUE STREET
BROOKLYN, NY 11201
",180 MONTAGUE STREET,BROOKLYN,11201,2122216111,81,"[-73.99220505554315,40.694193658095344]",-73.99220505554315,40.694193658095344,brothers_car_park_llc_1146716,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/brothers_car_park_llc_1146716
Parking Garage,1154973,ANN PARK LLC,,"57 61 ANN STREET
NEW YORK, NY 10038
",57 61 ANN STREET,NEW YORK,10038,2127143521,276,"[-74.00307186237649,40.70935929189784]",-74.00307186237649,40.70935929189784,ann_park_llc_1154973,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ann_park_llc_1154973
Parking Garage,1155071,69 EAST LLC,,"200 69TH STREET
NEW YORK, NY 10021
",200 69TH STREET,NEW YORK,10021,2125643199,200,"[-73.96162611451774,40.7676460819132]",-73.96162611451774,40.7676460819132,69_east_llc_1155071,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/69_east_llc_1155071
Parking Garage,1159592,PATRIOT PARKING LLC,,"308 332 GREENWICH STREET
NEW YORK, NY 10013
",308 332 GREENWICH STREET,NEW YORK,10013,2126869800,232,"[-74.00888900022716,40.721242188776046]",-74.00888900022716,40.721242188776046,patriot_parking_llc_1159592,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/patriot_parking_llc_1159592
Parking Garage,1168355,TORI OPERATING CORP,,"241 245 WEST 26 STREET
NEW YORK, NY 10001
",241 245 WEST 26 STREET,NEW YORK,10001,2126858314,120,"[-73.99688630375988,40.75025902143676]",-73.99688630375988,40.75025902143676,tori_operating_corp_1168355,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/tori_operating_corp_1168355
Parking Garage,1178854,STANDARD PARKING CORP,,"200 PARK AVENUE
NEW YORK, NY 10017
",200 PARK AVENUE,NEW YORK,10017,2125990184,315,"[-73.97705862623363,40.75399870612365]",-73.97705862623363,40.75399870612365,standard_parking_corp_1178854,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corp_1178854
Parking Garage,1180977,NEW GARDEN GARAGE LLC,MEYERS PARKING,"227 237 WEST 30TH STREET
NEW YORK, NY 10001
",227 237 WEST 30TH STREET,NEW YORK,10001,7185025490,1500,"[-73.99688630375988,40.75025902143676]",-73.99688630375988,40.75025902143676,new_garden_garage_llc_1180977,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/new_garden_garage_llc_1180977
Parking Garage,1181507,99 PARK AVENUE CORP,,"99 PARK AVENUE
NEW YORK, NY 10016
",99 PARK AVENUE,NEW YORK,10016,2128661000,75,"[-73.97877618561648,40.75042406505207]",-73.97877618561648,40.75042406505207,99_park_avenue_corp_1181507,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/99_park_avenue_corp_1181507
Parking Garage,1181894,HOPE PARKING INC.,,"400 84 STREET
NEW YORK, NY 10028
",400 84 STREET,NEW YORK,10028,2124903460,63,"[-73.9502810605352,40.775507838377756]",-73.9502810605352,40.775507838377756,hope_parking_inc_1181894,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/hope_parking_inc_1181894
Parking Garage,1182377,PRONTO PARKING CORP,,"169 65TH STREET
NEW YORK, NY 10021
",169 65TH STREET,NEW YORK,10021,2124903460,70,"[-74.02497704618584,40.64021070535744]",-74.02497704618584,40.64021070535744,pronto_parking_corp_1182377,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/pronto_parking_corp_1182377
Parking Garage,1187112,"59 AND 5TH PARKING, LLC",,"767 5 AVENUE
NEW YORK, NY 10022
",767 5 AVENUE,NEW YORK,10022,2126869800,136,"[-73.97326599693687,40.76388353797478]",-73.97326599693687,40.76388353797478,59_and_5th_parking_llc_1187112,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/59_and_5th_parking_llc_1187112
Parking Garage,1188527,30 GARAGE CORP.,,"30 END AVENUE
NEW YORK, NY 10028
",30 END AVENUE,NEW YORK,10028,2127367171,51,"[-74.17879654859068,40.56358193251026]",-74.17879654859068,40.56358193251026,30_garage_corp_1188527,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/30_garage_corp_1188527
Parking Garage,1189911,JORDAN I PARKING LLC,,"70 31 108 STREET
QUEENS, NY 11375
",70 31 108 STREET,QUEENS,11375,2127511080,101,"[-73.84628429608335,40.720707263029794]",-73.84628429608335,40.720707263029794,jordan_i_parking_llc_1189911,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/jordan_i_parking_llc_1189911
Parking Garage,1191060,"785 GARAGE, CORP",,"785 5TH AVENUE
NEW YORK, NY 10022
",785 5TH AVENUE,NEW YORK,10022,2127367171,17,"[-73.97267878225784,40.764723285317984]",-73.97267878225784,40.764723285317984,785_garage_corp_1191060,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/785_garage_corp_1191060
Parking Garage,1191722,COSMO PARKING LLC,,"360 43 STREET
NEW YORK, NY 10036
",360 43 STREET,NEW YORK,10036,2129562280,105,"[-73.99103817862516,40.75861377701199]",-73.99103817862516,40.75861377701199,cosmo_parking_llc_1191722,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/cosmo_parking_llc_1191722
Parking Garage,1192294,RICANT PARKING LLC,,"443 49TH STREET
NEW YORK, NY 10017
",443 49TH STREET,NEW YORK,10017,2126887666,150,"[-73.96508473852197,40.75265509713032]",-73.96508473852197,40.75265509713032,ricant_parking_llc_1192294,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/ricant_parking_llc_1192294
Parking Garage,1192937,QUIK PARK EAGLE LLC,,"240 41 STREET
NEW YORK, NY 10017
",240 41 STREET,NEW YORK,10017,2128322066,74,"[-73.97371050796794,40.74955321310103]",-73.97371050796794,40.74955321310103,quik_park_eagle_llc_1192937,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/quik_park_eagle_llc_1192937
Parking Garage,1198454,"581 ST. JOHNS PLACE, LLC",,"581 ST JOHNS PLACE
BROOKLYN, NY 11238
",581 ST JOHNS PLACE,BROOKLYN,11238,7188588426,18,"[-73.95899689780647,40.67278597668983]",-73.95899689780647,40.67278597668983,581_st_johns_place_llc_1198454,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/581_st_johns_place_llc_1198454
Parking Garage,1201681,KINNEY PARKING SYSTEM INC.,CENTRAL PARKING SYSTEM,"224 MULBERRY STREET
NEW YORK, NY 10012
",224 MULBERRY STREET,NEW YORK,10012,2125025490,150,"[-73.99608813468052,40.72238320417853]",-73.99608813468052,40.72238320417853,kinney_parking_system_inc_1201681,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1201681
Parking Garage,1202311,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"200 65 STREET
NEW YORK, NY 10021
",200 65 STREET,NEW YORK,10021,2125022490,153,"[-74.02494906419194,40.640123283198854]",-74.02494906419194,40.640123283198854,central_parking_system_of_new_york_inc_1202311,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1202311
Parking Garage,1204604,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,"211 15 WEST 87 STREET
NEW YORK, NY 10024
",211 15 WEST 87 STREET,NEW YORK,10024,2125025490,131,"[-73.96653900057436,40.78362556816552]",-73.96653900057436,40.78362556816552,kinney_parking_system_inc_1204604,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1204604
Parking Garage,1205940,"IMPERIAL PARKING (U.S.), INC.",,"60 12 STREET
NEW YORK, NY 10003
",60 12 STREET,NEW YORK,10003,2129378660,27,"[-73.99110895372442,40.73319094811706]",-73.99110895372442,40.73319094811706,imperial_parking_u_s_inc_1205940,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1205940
Parking Garage,1213801,IMPARK 85 LLC,,"81 89 EAST END AVENUE
NEW YORK, NY 10028
",81 89 EAST END AVENUE,NEW YORK,10028,2129378660,91,"[-73.95296667956859,40.776344978837756]",-73.95296667956859,40.776344978837756,impark_85_llc_1213801,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/impark_85_llc_1213801
Parking Garage,1215560,STANDARD PARKING CORPORATION,,"48 18 5 STREET
LONG ISLND CITY, NY 11109
",48 18 5 STREET,LONG ISLND CITY,11109,7187844966,527,"[-73.95770234668589,40.744414792408804]",-73.95770234668589,40.744414792408804,standard_parking_corporation_1215560,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1215560
Parking Garage,1226136,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"1470 MADISON AVENUE
NEW YORK, NY 10029
",1470 MADISON AVENUE,NEW YORK,10029,2125025490,145,"[-73.95185890844247,40.79045810930253]",-73.95185890844247,40.79045810930253,central_parking_system_of_new_york_inc_1226136,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1226136
Parking Garage,1227911,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"159 02 JAMAICA AVENUE
QUEENS, NY 11432
",159 02 JAMAICA AVENUE,QUEENS,11432,7185260156,351,"[-73.79282099978928,40.71311535449007]",-73.79282099978928,40.71311535449007,central_parking_system_of_new_york_inc_1227911,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1227911
Parking Garage,1231677,STANDARD PARKING CORPORATION,,"96 05 QUEENS BOULEVARD
REGO PARK, NY 11374
",96 05 QUEENS BOULEVARD,REGO PARK,11374,7188974833,1265,"[-73.86148084756303,40.72646491702238]",-73.86148084756303,40.72646491702238,standard_parking_corporation_1231677,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1231677
Parking Garage,1232459,39TH AND EIGHTH PARKING LLC,,"310 312 WEST 39 STREET
NEW YORK, NY 10018
",310 312 WEST 39 STREET,NEW YORK,10018,2126869800,171,"[-73.99669149981281,40.756840774582145]",-73.99669149981281,40.756840774582145,39th_and_eighth_parking_llc_1232459,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/39th_and_eighth_parking_llc_1232459
Parking Garage,1232880,MURRAY 38 PARKING LLC,,"155 38 STREET
NEW YORK, NY 10016
",155 38 STREET,NEW YORK,10016,2126869800,67,"[-73.97663579918674,40.74839159726588]",-73.97663579918674,40.74839159726588,murray_38_parking_llc_1232880,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/murray_38_parking_llc_1232880
Parking Garage,1233173,FLATIRON 20 PARKING LLC,,"19 20 STREET
NEW YORK, NY 10011
",19 20 STREET,NEW YORK,10011,2126869800,14,"[-73.99158795432281,40.739992516636704]",-73.99158795432281,40.739992516636704,flatiron_20_parking_llc_1233173,http://schema.org,ParkingFacility,http://nyc.pediacities.com/resource/ParkingFacility/flatiron_20_parking_llc_1233173
