"","Facility.Type","license","legalName","brand","location","streetAddress","addressLocality","postalCode","telephone","Number.of.Spaces","loc","longitude","latitude","entityTitle","X.context","X.type","X.id"
"1773","Parking Garage",1204604,"KINNEY PARKING SYSTEM INC","CENTRAL PARKING SYSTEM","211 15 WEST 87 STREET
NEW YORK, NY 10024
","211 15 WEST 87 STREET","NEW YORK","10024","2125025490",131,"[-73.96653900057436,40.78362556816552]",-73.96654,40.78363,"kinney_parking_system_inc_1204604","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/kinney_parking_system_inc_1204604"
"1774","Parking Garage",1205940,"IMPERIAL PARKING (U.S.), INC.","","60 12 STREET
NEW YORK, NY 10003
","60 12 STREET","NEW YORK","10003","2129378660",27,"[-73.99110895372442,40.73319094811706]",-73.99111,40.73319,"imperial_parking_u_s_inc_1205940","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/imperial_parking_u_s_inc_1205940"
"1775","Parking Garage",1213801,"IMPARK 85 LLC","","81 89 EAST END AVENUE
NEW YORK, NY 10028
","81 89 EAST END AVENUE","NEW YORK","10028","2129378660",91,"[-73.95296667956859,40.776344978837756]",-73.95297,40.77634,"impark_85_llc_1213801","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/impark_85_llc_1213801"
"1776","Parking Garage",1215560,"STANDARD PARKING CORPORATION","","48 18 5 STREET
LONG ISLND CITY, NY 11109
","48 18 5 STREET","LONG ISLND CITY","11109","7187844966",527,"[-73.95770234668589,40.744414792408804]",-73.9577,40.74441,"standard_parking_corporation_1215560","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1215560"
"1777","Parking Garage",1226136,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","1470 MADISON AVENUE
NEW YORK, NY 10029
","1470 MADISON AVENUE","NEW YORK","10029","2125025490",145,"[-73.95185890844247,40.79045810930253]",-73.95186,40.79046,"central_parking_system_of_new_york_inc_1226136","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1226136"
"1778","Parking Garage",1227911,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","159 02 JAMAICA AVENUE
QUEENS, NY 11432
","159 02 JAMAICA AVENUE","QUEENS","11432","7185260156",351,"[-73.79282099978928,40.71311535449007]",-73.79282,40.71312,"central_parking_system_of_new_york_inc_1227911","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1227911"
"1779","Parking Garage",1231677,"STANDARD PARKING CORPORATION","","96 05 QUEENS BOULEVARD
REGO PARK, NY 11374
","96 05 QUEENS BOULEVARD","REGO PARK","11374","7188974833",1265,"[-73.86148084756303,40.72646491702238]",-73.86148,40.72646,"standard_parking_corporation_1231677","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1231677"
"1780","Parking Garage",1232459,"39TH AND EIGHTH PARKING LLC","","310 312 WEST 39 STREET
NEW YORK, NY 10018
","310 312 WEST 39 STREET","NEW YORK","10018","2126869800",171,"[-73.99669149981281,40.756840774582145]",-73.99669,40.75684,"39th_and_eighth_parking_llc_1232459","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/39th_and_eighth_parking_llc_1232459"
"1781","Parking Garage",1232880,"MURRAY 38 PARKING LLC","","155 38 STREET
NEW YORK, NY 10016
","155 38 STREET","NEW YORK","10016","2126869800",67,"[-73.97663579918674,40.74839159726588]",-73.97664,40.74839,"murray_38_parking_llc_1232880","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/murray_38_parking_llc_1232880"
"1782","Parking Garage",1233173,"FLATIRON 20 PARKING LLC","","19 20 STREET
NEW YORK, NY 10011
","19 20 STREET","NEW YORK","10011","2126869800",14,"[-73.99158795432281,40.739992516636704]",-73.99159,40.73999,"flatiron_20_parking_llc_1233173","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/flatiron_20_parking_llc_1233173"
"1783","Parking Garage",1233434,"FLATIRON 20 PARKING LLC","","2125 20 STREET
NEW YORK, NY 10010
","2125 20 STREET","NEW YORK","10010","2126869800",292,"[-73.98289845639863,40.73914078212147]",-73.9829,40.73914,"flatiron_20_parking_llc_1233434","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/flatiron_20_parking_llc_1233434"
"1784","Parking Garage",1241570,"MANHATTAN PARKING 110,LLC","","543 110 STREET
NEW YORK, NY 10025
","543 110 STREET","NEW YORK","10025","2124903480",190,"[-73.96503000412226,40.80350656093082]",-73.96503,40.80351,"manhattan_parking_110_llc_1241570","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/manhattan_parking_110_llc_1241570"
"1785","Parking Garage",1242162,"SYLVAN KISSENA GARAGE LLC","","43 70 KISSENA BOULEVARD
QUEENS, NY 11355
","43 70 KISSENA BOULEVARD","QUEENS","11355","7185759440",162,"[-73.82147854789662,40.7512997969481]",-73.82148,40.7513,"sylvan_kissena_garage_llc_1242162","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sylvan_kissena_garage_llc_1242162"
"1786","Parking Garage",1242759,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","1292 PARK AVENUE
NEW YORK, NY 10029
","1292 PARK AVENUE","NEW YORK","10029","2125025490",581,"[-73.95140132044712,40.78844571412025]",-73.9514,40.78845,"central_parking_system_of_new_york_inc_1242759","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1242759"
"1787","Parking Garage",1244293,"PACIFIC PARKING LLC","","700 PACIFIC STREET
BROOKLYN, NY 11217
","700 PACIFIC STREET","BROOKLYN","11217","2033212129",170,"[-73.97241425621063,40.681918797406695]",-73.97241,40.68192,"pacific_parking_llc_1244293","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/pacific_parking_llc_1244293"
"1788","Parking Garage",1244445,"ALLIED JAMAICA, LLC","","88 11 165 STREET
JAMAICA, NY 11432
","88 11 165 STREET","JAMAICA","11432","7182633800",269,"[-73.79282099978928,40.71311535449007]",-73.79282,40.71312,"allied_jamaica_llc_1244445","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/allied_jamaica_llc_1244445"
"1789","Parking Garage",1245036,"WELCOME PARKING LIMITED LIABILITY COMPANY","","601 AMBOY STREET
BROOKLYN, NY 11212
","601 AMBOY STREET","BROOKLYN","11212","7182405700",950,"[-73.9109439528458,40.65528452563846]",-73.91094,40.65528,"welcome_parking_limited_liability_company_1245036","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/welcome_parking_limited_liability_company_1245036"
"1790","Parking Garage",1245513,"MP WOOD HULL, LLC.","","752 772
BROOKLYN, NY 11206
","752 772","BROOKLYN","11206","2124903460",617,"[-73.94237919854112,40.70191201682616]",-73.94238,40.70191,"mp_wood_hull_llc_1245513","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mp_wood_hull_llc_1245513"
"1791","Parking Garage",1246951,"PLAZA 48 PARKING LLC","","326 336 EAST 49 STREET
NEW YORK, NY 10017
","326 336 EAST 49 STREET","NEW YORK","10017","2126869800",29,"[-73.97297648087982,40.75245652744684]",-73.97298,40.75246,"plaza_48_parking_llc_1246951","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/plaza_48_parking_llc_1246951"
"1792","Parking Garage",1251102,"JENUWEN CAR PARK INC.","","580 FLATBUSH AVENUE
BROOKLYN, NY 11225
","580 FLATBUSH AVENUE","BROOKLYN","11225","2122216111",88,"[-73.96060232362298,40.65950777409084]",-73.9606,40.65951,"jenuwen_car_park_inc_1251102","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/jenuwen_car_park_inc_1251102"
"1793","Parking Garage",1251117,"QUIK PARK 48TH STREET LLC","","300 04 EAST 48 STREET
NEW YORK, NY 10017
","300 04 EAST 48 STREET","NEW YORK","10017","2128322066",51,"[-73.97297648087982,40.75245652744684]",-73.97298,40.75246,"quik_park_48th_street_llc_1251117","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_48th_street_llc_1251117"
"1794","Parking Garage",1251120,"CONEY CAR PARK, LLC","","346 CONEY ISLAND AVENUE
BROOKLYN, NY 11218
","346 CONEY ISLAND AVENUE","BROOKLYN","11218","2122216111",67,"[-73.97185377817999,40.649447305199566]",-73.97185,40.64945,"coney_car_park_llc_1251120","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/coney_car_park_llc_1251120"
"1795","Parking Garage",1257438,"56-57 OPERATING CORP","","409 56 STREET
NEW YORK, NY 10019
","409 56 STREET","NEW YORK","10019","2129299404",20,"[-73.98650195714484,40.76739374086381]",-73.9865,40.76739,"56_57_operating_corp_1257438","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/56_57_operating_corp_1257438"
"1796","Parking Garage",1259179,"36-36 PRINCE PARKING LLC","","36 36 PRINCE STREET
FLUSHING, NY 11354
","36 36 PRINCE STREET","FLUSHING","11354","7183580001",162,"[-73.82719028070687,40.76862022064671]",-73.82719,40.76862,"36_36_prince_parking_llc_1259179","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/36_36_prince_parking_llc_1259179"
"1797","Parking Garage",1263718,"WETHEROLE LLC","","65 74 WETHEROLE STREET
REGO PARK, NY 11374
","65 74 WETHEROLE STREET","REGO PARK","11374","7188969896",25,"[-73.86148084756303,40.72646491702238]",-73.86148,40.72646,"wetherole_llc_1263718","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/wetherole_llc_1263718"
"1798","Parking Garage",1269282,"126TH STREET PARKING CORP","","418 127 STREET
NEW YORK, NY 10027
","418 127 STREET","NEW YORK","10027","7187880066",36,"[-73.95355455323603,40.81284217175692]",-73.95355,40.81284,"126th_street_parking_corp_1269282","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/126th_street_parking_corp_1269282"
"1799","Parking Garage",1278457,"QP EAST 36TH STREET, LLC.","","221 235 EAST 36 STREET
NEW YORK, NY 10016
","221 235 EAST 36 STREET","NEW YORK","10016","2128322066",64,"[-73.97823298586354,40.745242969987146]",-73.97823,40.74524,"qp_east_36th_street_llc_1278457","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/qp_east_36th_street_llc_1278457"
"1800","Parking Garage",1280518,"QUIK PARK WEST 62ND ST LLC","","140 65 STREET
NEW YORK, NY 10023
","140 65 STREET","NEW YORK","10023","2128322066",721,"[-73.9833857714788,40.77349446459758]",-73.98339,40.77349,"quik_park_west_62nd_st_llc_1280518","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_west_62nd_st_llc_1280518"
"1801","Parking Garage",1281648,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","2201 NOSTRAND AVENUE
BROOKLYN, NY 11210
","2201 NOSTRAND AVENUE","BROOKLYN","11210","2125025490",502,"[-73.94746175437503,40.63102197323017]",-73.94746,40.63102,"central_parking_system_of_new_york_inc_1281648","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1281648"
"1802","Parking Garage",1290457,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","","3804 NOSTRAND AVENUE
BROOKLYN, NY 11235
","3804 NOSTRAND AVENUE","BROOKLYN","11235","2122652239",69,"[-73.94017046639682,40.59102422145002]",-73.94017,40.59102,"laz_parking_new_york_new_jersey_llc_1290457","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/laz_parking_new_york_new_jersey_llc_1290457"
"1803","Parking Garage",1290964,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","100 93 STREET
NEW YORK, NY 10025
","100 93 STREET","NEW YORK","10025","2125025490",127,"[-73.96898411134121,40.79093004617363]",-73.96898,40.79093,"central_parking_system_of_new_york_inc_1290964","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1290964"
"1804","Parking Garage",1292226,"LA FAMILIA PARKING GARAGE CORP.","","2346 RYER AVENUE
BRONX, NY 10458
","2346 RYER AVENUE","BRONX","10458","7188293655",40,"[-73.89851134138169,40.858361443256186]",-73.89851,40.85836,"la_familia_parking_garage_corp_1292226","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/la_familia_parking_garage_corp_1292226"
"1805","Parking Garage",1295462,"PARAMOUNT CAR PARK LLC","","353 4 AVENUE
BROOKLYN, NY 11215
","353 4 AVENUE","BROOKLYN","11215","2122216111",60,"[-73.98640550054446,40.672962396890185]",-73.98641,40.67296,"paramount_car_park_llc_1295462","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/paramount_car_park_llc_1295462"
"1806","Parking Garage",1298768,"LEXINGTON 58 PARKING LLC","","150 58 STREET
NEW YORK, NY 10022
","150 58 STREET","NEW YORK","10022","2126869800",260,"[-73.96836646308732,40.761456027272516]",-73.96837,40.76146,"lexington_58_parking_llc_1298768","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/lexington_58_parking_llc_1298768"
"1807","Parking Garage",1300424,"GM PARKING GROUP, INC.","","116 NOSTRAND AVENUE
BROOKLYN, NY 11205
","116 NOSTRAND AVENUE","BROOKLYN","11205","8604600523",50,"[-73.9527964708492,40.69626723405553]",-73.9528,40.69627,"gm_parking_group_inc_1300424","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/gm_parking_group_inc_1300424"
"1808","Parking Garage",1304852,"200 WEA PARKING CORP","","200 END AVENUE
NEW YORK, NY 10023
","200 END AVENUE","NEW YORK","10023","7187880066",76,"[-73.97994335610099,40.774536138232236]",-73.97994,40.77454,"200_wea_parking_corp_1304852","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/200_wea_parking_corp_1304852"
"1809","Parking Garage",1307111,"ENTERPRISE 60 WEST LLC.","","10 END AVENUE
NEW YORK, NY 10023
","10 END AVENUE","NEW YORK","10023","2126270012",150,"[-74.1788181627158,40.563613330422044]",-74.17882,40.56361,"enterprise_60_west_llc_1307111","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/enterprise_60_west_llc_1307111"
"1810","Parking Garage",1307224,"LIBERTY VIEW PARKING LLC","","2 RIVER TERRACE
NEW YORK, NY 10282
","2 RIVER TERRACE","NEW YORK","10282","2126869800",369,"[-74.01663745092173,40.71550240396721]",-74.01664,40.7155,"liberty_view_parking_llc_1307224","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/liberty_view_parking_llc_1307224"
"1811","Parking Garage",1307336,"TUNNEL PARTNERS, L.L.C.","","300 34 STREET
NEW YORK, NY 10016
","300 34 STREET","NEW YORK","10016","2124316016",148,"[-73.97520748410095,40.74446092366276]",-73.97521,40.74446,"tunnel_partners_l_l_c_1307336","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/tunnel_partners_l_l_c_1307336"
"1812","Parking Garage",1308679,"WINDSOR GARAGE PARTNERS, LLC","","332 76 STREET
NEW YORK, NY 10021
","332 76 STREET","NEW YORK","10021","2122886969",290,"[-73.95575354166641,40.77108149206509]",-73.95575,40.77108,"windsor_garage_partners_llc_1308679","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/windsor_garage_partners_llc_1308679"
"1813","Parking Garage",1310031,"RL MERCER STREET LLC","","40 MERCER STREET
NEW YORK, NY 10013
","40 MERCER STREET","NEW YORK","10013","212832066",100,"[-74.00124168420403,40.721465216306626]",-74.00124,40.72147,"rl_mercer_street_llc_1310031","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/rl_mercer_street_llc_1310031"
"1814","Parking Garage",1312902,"200 CPS GARAGE PARTNERS LLC","","200 59 STREET
NEW YORK, NY 10019
","200 59 STREET","NEW YORK","10019","2122651078",198,"[-73.97911887645647,40.76687116364651]",-73.97912,40.76687,"200_cps_garage_partners_llc_1312902","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/200_cps_garage_partners_llc_1312902"
"1815","Parking Garage",1317521,"GM PARKING GROUP INC","","2990 JEROME AVENUE
BRONX, NY 10468
","2990 JEROME AVENUE","BRONX","10468","7189332044",120,"[-73.88928742038993,40.87349210862353]",-73.88929,40.87349,"gm_parking_group_inc_1317521","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/gm_parking_group_inc_1317521"
"1816","Parking Garage",1318572,"HEIGHTS MANAGEMENT 67 LLC","","216 222 EAST 67 STREET
NEW YORK, NY 10065
","216 222 EAST 67 STREET","NEW YORK","10065","7187882109",39,"[-73.96303993544461,40.76430121303059]",-73.96304,40.7643,"heights_management_67_llc_1318572","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/heights_management_67_llc_1318572"
"1817","Parking Garage",1319920,"TOWNHOUSE PARKING LLC","","177 73 STREET
NEW YORK, NY 10021
","177 73 STREET","NEW YORK","10021","2122881798",115,"[-73.96068182638697,40.770667803931644]",-73.96068,40.77067,"townhouse_parking_llc_1319920","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/townhouse_parking_llc_1319920"
"1818","Parking Garage",1321864,"QUIK PARK TRIBECA LLC","","450 WASHINGTON STREET
NEW YORK, NY 10013
","450 WASHINGTON STREET","NEW YORK","10013","2128322066",166,"[-74.01024346342172,40.72398399739069]",-74.01024,40.72398,"quik_park_tribeca_llc_1321864","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_tribeca_llc_1321864"
"1819","Parking Garage",1328217,"WILLBE PARKING LLC","","318 15 STREET
NEW YORK, NY 10003
","318 15 STREET","NEW YORK","10003","2129299409",30,"[-73.98358755847323,40.73267144819374]",-73.98359,40.73267,"willbe_parking_llc_1328217","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/willbe_parking_llc_1328217"
"1820","Parking Garage",1335541,"PROPARK AMERICA NEW YORK LLC","","21 COOK STREET
BROOKLYN, NY 11206
","21 COOK STREET","BROOKLYN","11206","7182467275",94,"[-73.94309749445398,40.702309769883946]",-73.9431,40.70231,"propark_america_new_york_llc_1335541","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/propark_america_new_york_llc_1335541"
